pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
48,Alberta,Alberta,2020-03-23,,301,0,1,301,29757,25640,,,6729,5798,42,16.22,6.81,0.02,0,0.33,2758,3507,,99.67,300,6.78,,,,,,,,,,,,,0.00
47,Saskatchewan,Saskatchewan,2020-03-23,,65,1,0,66,5130,3620,,,4352,3071,14,26.92,5.60,0.00,0,0.00,723,619,,100.00,66,5.60,,,,,,,,,,,,,0.00
46,Manitoba,Manitoba,2020-03-23,,11,9,0,20,4133,3759,,,2997,2725,1,5.26,1.45,0.00,0,0.00,197,269,,100.00,20,1.45,,,,,,,,,,,,,0.00
35,Ontario,Ontario,2020-03-23,,503,0,6,503,30688,0,,,2083,,78,18.35,3.41,0.04,1,1.19,2118,0,,98.81,497,3.37,,,,,,,,,,,,,0.00
24,Quebec,Québec,2020-03-23,,221,407,4,628,8539,17592,,,996,2052,407,184.16,7.32,0.05,0,0.64,0,4150,,99.36,624,7.28,,,,,,,,,,,,,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-23,,4,20,0,24,894,1691,,,1712,3239,15,166.67,4.60,0.00,0,0.00,595,144,,100.00,24,4.60,,,,,,,,,,,,,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-23,,9,8,0,17,1139,1103,,,1457,1411,0,0.00,2.18,0.00,0,0.00,215,186,,100.00,17,2.18,,,,,,,,,,,,,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-23,,41,0,0,41,2408,2129,,,2459,2174,13,46.43,4.19,0.00,0,0.00,198,207,,100.00,41,4.19,,,,,,,,,,,,,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-23,,3,0,0,3,206,42,,,1291,263,0,0.00,1.88,0.00,0,0.00,131,0,,100.00,3,1.88,,,,,,,,,,,,,0.00
60,Yukon,Yukon,2020-03-23,,2,0,0,2,416,187,,,9893,4447,2,0.00,4.76,0.00,0,0.00,0,5,,100.00,2,4.76,,,,,,,,,,,,,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-23,,1,0,0,1,364,326,,,8060,7219,0,0.00,2.21,0.00,0,0.00,63,71,,100.00,1,2.21,,,,,,,,,,,,,0.00
62,Nunavut,Nunavut,2020-03-23,,0,0,0,0,13,30,,,330,762,0,0.00,0.00,0.00,0,,0,13,,,,0.00,,,,,,,,,,,,,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-23,,13,0,0,13,76,43,,,,,0,0.00,,,0,0.00,47,1,,100.00,13,,,,,,,,,,,,,,
1,Canada,Canada,2020-03-23,,1646,445,24,2091,107223,79877,,,2821,2102,620,42.15,5.50,0.06,4,1.15,8370,11147,,98.85,2067,5.44,,,,,,,,,,,,,0.00
59,British Columbia,Colombie-Britannique,2020-03-24,,617,0,13,617,26305,25859,,,5110,5023,145,30.72,11.99,0.25,0,2.11,2845,2144,,97.89,604,11.73,585,11.36,12,0.23,514,9.99,6,0.12,73,1.43,1,0.02,0.00
48,Alberta,Alberta,2020-03-24,,358,0,2,358,32776,28494,,,7412,6444,57,18.94,8.10,0.05,1,0.56,3019,2854,,99.44,356,8.05,351,7.94,2,0.05,284,6.42,2,0.05,41,0.92,0,0.01,0.00
47,Saskatchewan,Saskatchewan,2020-03-24,,72,0,0,72,5604,4353,,,4754,3693,6,9.09,6.11,0.00,0,0.00,474,733,,100.00,72,6.11,72,6.11,0,0.00,65,5.51,0,0.00,9,0.79,0,0.00,0.00
46,Manitoba,Manitoba,2020-03-24,,11,10,0,21,4406,4023,,,3194,2917,1,5.00,1.52,0.00,0,0.00,273,264,,100.00,21,1.52,21,1.52,0,0.00,14,1.02,0,0.00,2,0.15,0,0.00,0.00
35,Ontario,Ontario,2020-03-24,,588,0,8,588,34727,0,,,2357,,85,16.90,3.99,0.05,2,1.36,4039,0,,98.64,580,3.94,554,3.76,8,0.05,411,2.79,7,0.05,59,0.40,1,0.01,0.00
24,Quebec,Québec,2020-03-24,,221,792,4,1013,15071,21475,,,1758,2504,385,61.31,11.81,0.05,0,0.39,6532,3883,,99.61,1009,11.77,1009,11.77,4,0.05,963,11.23,4,0.05,138,1.60,1,0.01,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-24,,4,31,0,35,1087,1880,,,2082,3601,11,45.83,6.70,0.00,0,0.00,193,189,,100.00,35,6.70,35,6.70,0,0.00,34,6.51,0,0.00,5,0.93,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-24,,18,0,0,18,1261,1318,,,1614,1687,1,5.88,2.30,0.00,0,0.00,122,215,,100.00,18,2.30,18,2.30,0,0.00,11,1.41,0,0.00,2,0.20,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-24,,51,0,0,51,2641,2395,,,2697,2445,10,24.39,5.21,0.00,0,0.00,233,266,,100.00,51,5.21,51,5.21,0,0.00,46,4.70,0,0.00,7,0.67,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-24,,3,0,0,3,206,42,,,1291,263,0,0.00,1.88,0.00,0,0.00,0,0,,100.00,3,1.88,3,1.88,0,0.00,2,1.25,0,0.00,0,0.18,0,0.00,0.00
60,Yukon,Yukon,2020-03-24,,2,0,0,2,416,187,,,9893,4447,0,0.00,4.76,0.00,0,0.00,0,0,,100.00,2,4.76,2,4.76,0,0.00,2,4.76,0,0.00,0,0.68,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-24,,1,0,0,1,481,365,,,10651,8082,0,0.00,2.21,0.00,0,0.00,117,39,,100.00,1,2.21,1,2.21,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-24,,0,0,0,0,81,30,,,2058,762,0,0.00,0.00,0.00,0,,68,0,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-24,,13,0,0,13,76,47,,,,,0,0.00,,,0,0.00,0,4,,100.00,13,,13,,0,,5,,0,,1,,0,,
1,Canada,Canada,2020-03-24,,1959,833,27,2792,125138,90468,,,3293,2380,701,33.52,7.35,0.07,3,0.97,17915,10591,,99.03,2765,7.28,2715,7.14,26,0.07,2352,6.19,19,0.05,336,0.88,3,0.01,0.00
59,British Columbia,Colombie-Britannique,2020-03-25,,659,0,14,659,28344,27830,,,5506,5406,42,6.81,12.80,0.27,1,2.12,2039,1971,,97.88,645,12.53,620,12.04,13,0.25,473,9.19,7,0.14,68,1.31,1,0.02,0.00
48,Alberta,Alberta,2020-03-25,,419,0,2,419,35508,31222,,,8030,7061,61,17.04,9.48,0.05,0,0.48,2732,2728,,99.52,417,9.43,405,9.16,2,0.05,322,7.28,2,0.05,46,1.04,0,0.01,0.00
47,Saskatchewan,Saskatchewan,2020-03-25,,86,0,0,86,6111,4841,,,5185,4107,14,19.44,7.30,0.00,0,0.00,507,488,,100.00,86,7.30,86,7.30,0,0.00,78,6.62,0,0.00,11,0.95,0,0.00,0.00
46,Manitoba,Manitoba,2020-03-25,,11,24,0,35,4740,4301,,,3437,3118,14,66.67,2.54,0.00,0,0.00,334,278,,100.00,35,2.54,35,2.54,0,0.00,20,1.45,0,0.00,3,0.21,0,0.00,0.00
35,Ontario,Ontario,2020-03-25,,688,0,13,688,38040,0,,,2582,,100,17.01,4.67,0.09,5,1.89,3313,0,,98.11,675,4.58,646,4.38,12,0.08,499,3.39,12,0.08,71,0.48,2,0.01,0.00
24,Quebec,Québec,2020-03-25,,1339,0,6,1339,27828,26278,,,3245,3065,326,32.18,15.62,0.07,2,0.45,12757,4803,,99.55,1333,15.55,1332,15.53,6,0.07,1265,14.75,5,0.06,181,2.11,1,0.01,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-25,,67,0,0,67,1235,2095,,,2365,4013,32,91.43,12.83,0.00,0,0.00,148,215,,100.00,67,12.83,67,12.83,0,0.00,64,12.26,0,0.00,9,1.75,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-25,,26,0,0,26,1680,1595,,,2150,2041,8,44.44,3.33,0.00,0,0.00,419,277,,100.00,26,3.33,26,3.33,0,0.00,18,2.30,0,0.00,3,0.33,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-25,,68,0,0,68,3008,2617,,,3071,2672,17,33.33,6.94,0.00,0,0.00,367,222,,100.00,68,6.94,68,6.94,0,0.00,61,6.23,0,0.00,9,0.89,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-25,,5,0,0,5,301,42,,,1886,263,2,66.67,3.13,0.00,0,0.00,95,0,,100.00,5,3.13,5,3.13,0,0.00,4,2.51,0,0.00,1,0.36,0,0.00,0.00
60,Yukon,Yukon,2020-03-25,,3,0,0,3,416,187,,,9893,4447,1,50.00,7.13,0.00,0,0.00,0,0,,100.00,3,7.13,3,7.13,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-25,,1,0,0,1,481,450,,,10651,9964,0,0.00,2.21,0.00,0,0.00,0,85,,100.00,1,2.21,1,2.21,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-25,,0,0,0,0,97,32,,,2465,813,0,0.00,0.00,0.00,0,,16,2,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-25,,13,0,0,13,76,48,,,,,0,0.00,,,0,0.00,0,1,,100.00,13,,12,,0,,4,,0,,1,,0,,
1,Canada,Canada,2020-03-25,,3385,24,35,3409,147865,101538,,,3891,2672,617,22.10,8.97,0.09,8,1.03,22727,11070,,98.97,3374,8.88,3306,8.70,33,0.09,2812,7.40,26,0.07,402,1.06,4,0.01,0.00
59,British Columbia,Colombie-Britannique,2020-03-26,,725,0,14,725,30238,29719,186,25.66,5874,5773,66,10.02,14.08,0.27,0,1.93,1894,1889,186,72.41,525,10.20,679,13.19,13,0.25,454,8.82,6,0.12,65,1.26,1,0.02,3.61
48,Alberta,Alberta,2020-03-26,,486,0,2,486,36600,34365,27,5.56,8277,7772,67,15.99,10.99,0.05,0,0.41,1092,3143,27,94.03,457,10.33,467,10.56,2,0.05,340,7.69,1,0.02,49,1.10,0,0.00,0.61
47,Saskatchewan,Saskatchewan,2020-03-26,,95,0,0,95,6729,5354,3,3.16,5709,4542,9,10.47,8.06,0.00,0,0.00,618,513,3,96.84,92,7.81,94,7.98,0,0.00,75,6.36,0,0.00,11,0.91,0,0.00,0.25
46,Manitoba,Manitoba,2020-03-26,,11,25,0,36,5429,4653,1,2.78,3936,3374,1,2.86,2.61,0.00,0,0.00,689,352,1,97.22,35,2.54,35,2.54,0,0.00,19,1.38,0,0.00,3,0.20,0,0.00,0.07
35,Ontario,Ontario,2020-03-26,,858,0,15,858,41217,0,8,0.93,2797,,170,24.71,5.82,0.10,2,1.75,3177,0,8,97.32,835,5.67,799,5.42,14,0.10,600,4.07,13,0.09,86,0.58,2,0.01,0.05
24,Quebec,Québec,2020-03-26,,1629,0,8,1629,33311,30096,2,0.12,3885,3510,290,21.66,19.00,0.09,2,0.49,5483,3818,2,99.39,1619,18.88,1616,18.85,8,0.09,1508,17.59,7,0.08,215,2.51,1,0.01,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-26,,82,0,0,82,1447,2273,,,2771,4354,15,22.39,15.71,0.00,0,0.00,212,178,,100.00,82,15.71,82,15.71,0,0.00,79,15.13,0,0.00,11,2.16,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-26,,33,0,0,33,1849,1911,,,2366,2445,7,26.92,4.22,0.00,0,0.00,169,316,,100.00,33,4.22,32,4.09,0,0.00,22,2.82,0,0.00,3,0.40,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-26,,73,0,0,73,3417,2931,2,2.74,3489,2993,5,7.35,7.45,0.00,0,0.00,409,314,2,97.26,71,7.25,73,7.45,0,0.00,59,6.02,0,0.00,8,0.86,0,0.00,0.20
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-26,,9,0,0,9,353,242,1,11.11,2211,1516,4,80.00,5.64,0.00,0,0.00,52,200,1,88.89,8,5.01,9,5.64,0,0.00,7,4.39,0,0.00,1,0.63,0,0.00,0.63
60,Yukon,Yukon,2020-03-26,,3,0,0,3,416,327,,,9893,7776,0,0.00,7.13,0.00,0,0.00,0,140,,100.00,3,7.13,3,7.13,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-26,,1,0,0,1,481,477,,,10651,10562,0,0.00,2.21,0.00,0,0.00,0,27,,100.00,1,2.21,1,2.21,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-26,,0,0,0,0,116,53,,,2948,1347,0,0.00,0.00,0.00,0,,19,21,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-26,,13,0,0,13,76,48,,,,,0,0.00,,,0,0.00,0,0,,100.00,13,,12,,0,,3,,0,,0,,0,,
1,Canada,Canada,2020-03-26,,4018,25,39,4043,161679,112449,230,5.69,4254,2959,634,18.60,10.64,0.10,4,0.96,13814,10911,230,93.35,3774,9.93,3902,10.27,37,0.10,3170,8.34,27,0.07,453,1.19,4,0.01,0.61
59,British Columbia,Colombie-Britannique,2020-03-27,,725,0,14,725,31536,32473,186,25.66,6126,6308,0,0.00,14.08,0.27,0,1.93,1298,2754,0,72.41,525,10.20,672,13.05,13,0.25,454,8.82,5,0.10,65,1.26,1,0.01,0.00
48,Alberta,Alberta,2020-03-27,,542,0,2,542,38215,36010,27,4.98,8642,8144,56,11.52,12.26,0.05,0,0.37,1615,1645,0,94.65,513,11.60,519,11.74,2,0.05,347,7.85,1,0.02,50,1.12,0,0.00,0.00
47,Saskatchewan,Saskatchewan,2020-03-27,,104,0,0,104,7360,5999,3,2.88,6244,5090,9,9.47,8.82,0.00,0,0.00,631,645,0,97.12,101,8.57,103,8.74,0,0.00,78,6.62,0,0.00,11,0.95,0,0.00,0.00
46,Manitoba,Manitoba,2020-03-27,,25,14,1,39,6022,5387,1,2.56,4366,3906,3,8.33,2.83,0.07,1,2.56,593,734,0,94.87,37,2.68,36,2.61,1,0.07,22,1.60,1,0.07,3,0.23,0,0.01,0.00
35,Ontario,Ontario,2020-03-27,,993,0,18,993,43651,0,8,0.81,2963,,135,15.73,6.74,0.12,3,1.81,2434,0,0,97.38,967,6.56,914,6.20,17,0.12,682,4.63,16,0.11,97,0.66,2,0.02,0.00
24,Quebec,Québec,2020-03-27,,2021,0,18,2021,34356,35393,29,1.43,4007,4128,392,24.06,23.57,0.21,10,0.89,1045,5297,27,97.67,1974,23.02,2004,23.37,18,0.21,1882,21.95,17,0.20,269,3.14,2,0.03,0.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-27,,102,0,0,102,1684,2533,,,3225,4852,20,24.39,19.54,0.00,0,0.00,237,260,,100.00,102,19.54,102,19.54,0,0.00,98,18.77,0,0.00,14,2.68,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-27,,45,0,0,45,2179,2218,1,2.22,2788,2838,12,36.36,5.76,0.00,0,0.00,330,307,1,97.78,44,5.63,44,5.63,0,0.00,34,4.35,0,0.00,5,0.62,0,0.00,0.13
12,Nova Scotia,Nouvelle-Écosse,2020-03-27,,90,0,0,90,3946,3405,2,2.22,4029,3477,17,23.29,9.19,0.00,0,0.00,529,474,0,97.78,88,8.99,90,9.19,0,0.00,75,7.66,0,0.00,11,1.09,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-27,,11,0,0,11,422,242,1,9.09,2644,1516,2,22.22,6.89,0.00,0,0.00,69,0,0,90.91,10,6.26,11,6.89,0,0.00,9,5.64,0,0.00,1,0.81,0,0.00,0.00
60,Yukon,Yukon,2020-03-27,,3,0,0,3,603,383,,,14339,9108,0,0.00,7.13,0.00,0,0.00,187,56,,100.00,3,7.13,3,7.13,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-27,,1,0,0,1,545,521,,,12068,11537,0,0.00,2.21,0.00,0,0.00,64,44,,100.00,1,2.21,1,2.21,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-27,,0,0,0,0,125,54,,,3176,1372,0,0.00,0.00,0.00,0,,9,1,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-27,,13,0,0,13,76,48,,,,,0,0.00,,,0,0.00,0,0,,100.00,13,,11,,0,,0,,0,,0,,0,,
1,Canada,Canada,2020-03-27,,4675,14,53,4689,170720,124666,256,5.46,4492,3280,646,15.98,12.34,0.14,14,1.13,9041,12217,26,93.41,4380,11.52,4510,11.87,51,0.13,3685,9.70,40,0.11,526,1.39,6,0.02,0.07
59,British Columbia,Colombie-Britannique,2020-03-28,,884,0,16,884,31536,35146,396,44.80,6126,6827,159,21.93,17.17,0.31,2,1.81,0,2673,210,53.39,472,9.17,820,15.93,15,0.29,460,8.94,6,0.12,66,1.28,1,0.02,4.08
48,Alberta,Alberta,2020-03-28,,542,0,2,542,38215,37326,53,9.78,8642,8441,0,0.00,12.26,0.05,0,0.37,0,1316,26,89.85,487,11.01,513,11.60,2,0.05,316,7.15,1,0.02,45,1.02,0,0.00,0.59
47,Saskatchewan,Saskatchewan,2020-03-28,,134,0,0,134,8009,6664,3,2.24,6795,5654,30,28.85,11.37,0.00,0,0.00,649,665,0,97.76,131,11.11,132,11.20,0,0.00,90,7.64,0,0.00,13,1.09,0,0.00,0.00
46,Manitoba,Manitoba,2020-03-28,,25,39,1,64,6931,5993,1,1.56,5025,4345,25,64.10,4.64,0.07,0,1.56,909,606,0,96.88,62,4.50,60,4.35,1,0.07,45,3.26,1,0.07,6,0.47,0,0.01,0.00
35,Ontario,Ontario,2020-03-28,,993,0,18,993,45836,0,8,0.81,3111,,0,0.00,6.74,0.12,0,1.81,2185,0,0,97.38,967,6.56,914,6.20,17,0.12,616,4.18,15,0.10,88,0.60,2,0.01,0.00
24,Quebec,Québec,2020-03-28,,2498,0,22,2498,46087,41386,29,1.16,5375,4827,477,23.60,29.13,0.26,4,0.88,11731,5993,0,97.96,2447,28.54,2481,28.93,22,0.26,2277,26.56,18,0.21,325,3.79,3,0.03,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-28,,120,0,0,120,1907,2784,4,3.33,3653,5332,18,17.65,22.98,0.00,0,0.00,223,251,4,96.67,116,22.22,120,22.98,0,0.00,114,21.83,0,0.00,16,3.12,0,0.00,0.77
13,New Brunswick,Nouveau-Brunswick,2020-03-28,,51,0,0,51,2512,2548,2,3.92,3214,3260,6,13.33,6.53,0.00,0,0.00,333,330,1,96.08,49,6.27,49,6.27,0,0.00,34,4.35,0,0.00,5,0.62,0,0.00,0.13
12,Nova Scotia,Nouvelle-Écosse,2020-03-28,,110,0,0,110,4487,3793,4,3.64,4582,3873,20,22.22,11.23,0.00,0,0.00,541,388,2,96.36,106,10.82,110,11.23,0,0.00,89,9.09,0,0.00,13,1.30,0,0.00,0.20
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-28,,11,0,0,11,422,389,1,9.09,2644,2437,0,0.00,6.89,0.00,0,0.00,0,147,0,90.91,10,6.26,11,6.89,0,0.00,9,5.64,0,0.00,1,0.81,0,0.00,0.00
60,Yukon,Yukon,2020-03-28,,4,0,0,4,641,449,,,15243,10677,1,33.33,9.51,0.00,0,0.00,38,66,,100.00,4,9.51,4,9.51,0,0.00,4,9.51,0,0.00,1,1.36,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-28,,1,0,0,1,740,557,,,16386,12334,0,0.00,2.21,0.00,0,0.00,195,36,,100.00,1,2.21,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-28,,0,0,0,0,125,70,,,3176,1779,0,0.00,0.00,0.00,0,,0,16,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-28,,13,0,0,13,76,48,,,,,0,0.00,,,0,0.00,0,0,,100.00,13,,11,,0,,0,,0,,0,,0,,
1,Canada,Canada,2020-03-28,,5386,39,59,5425,187524,137153,502,9.25,4934,3609,736,15.70,14.27,0.16,6,1.09,16804,12487,246,89.66,4864,12.80,5226,13.75,57,0.15,4054,10.67,41,0.11,579,1.52,6,0.02,0.65
59,British Columbia,Colombie-Britannique,2020-03-29,,884,0,17,884,33476,37332,396,44.80,6503,7252,0,0.00,17.17,0.33,1,1.92,1940,2186,0,53.28,471,9.15,811,15.75,16,0.31,460,8.94,7,0.14,66,1.28,1,0.02,0.00
48,Alberta,Alberta,2020-03-29,,621,0,2,621,44097,41023,73,11.76,9972,9277,79,14.58,14.04,0.05,0,0.32,5882,3697,20,87.92,546,12.35,582,13.16,2,0.05,362,8.19,1,0.02,52,1.17,0,0.00,0.45
