pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
47,Saskatchewan,Saskatchewan,2020-03-29,,134,0,0,134,8822,7332,4,2.99,7485,6221,0,0.00,11.37,0.00,0,0.00,813,668,1,97.01,130,11.03,132,11.20,0,0.00,82,6.96,0,0.00,12,0.99,0,0.00,0.08
46,Manitoba,Manitoba,2020-03-29,,69,3,1,72,7876,6910,1,1.39,5710,5010,8,12.50,5.22,0.07,0,1.39,945,917,0,97.22,70,5.08,68,4.93,1,0.07,53,3.84,1,0.07,8,0.55,0,0.01,0.00
35,Ontario,Ontario,2020-03-29,,1355,0,19,1355,52002,0,8,0.59,3529,,362,36.46,9.20,0.13,1,1.40,6166,0,0,98.01,1328,9.01,1252,8.50,18,0.12,930,6.31,14,0.10,133,0.90,2,0.01,0.00
24,Quebec,Québec,2020-03-29,,2840,0,22,2840,52204,47780,29,1.02,6088,5572,342,13.69,33.12,0.26,0,0.77,6117,6394,0,98.20,2789,32.53,2816,32.84,22,0.26,2619,30.54,18,0.21,374,4.36,3,0.03,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-29,,135,0,0,135,2107,3100,4,2.96,4036,5938,15,12.50,25.86,0.00,0,0.00,200,316,0,97.04,131,25.09,134,25.67,0,0.00,126,24.13,0,0.00,18,3.45,0,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-29,,66,0,0,66,2847,2930,2,3.03,3643,3749,15,29.41,8.45,0.00,0,0.00,335,382,0,96.97,64,8.19,64,8.19,0,0.00,49,6.27,0,0.00,7,0.90,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-29,,122,0,0,122,4984,4404,4,3.28,5089,4497,12,10.91,12.46,0.00,0,0.00,497,611,0,96.72,118,12.05,122,12.46,0,0.00,94,9.60,0,0.00,13,1.37,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-29,,11,0,0,11,477,458,1,9.09,2988,2869,0,0.00,6.89,0.00,0,0.00,55,69,0,90.91,10,6.26,10,6.26,0,0.00,8,5.01,0,0.00,1,0.72,0,0.00,0.00
60,Yukon,Yukon,2020-03-29,,4,0,0,4,678,502,,,16123,11938,0,0.00,9.51,0.00,0,0.00,37,53,,100.00,4,9.51,4,9.51,0,0.00,4,9.51,0,0.00,1,1.36,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-29,,1,0,0,1,740,697,,,16386,15434,0,0.00,2.21,0.00,0,0.00,0,140,,100.00,1,2.21,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-29,,0,0,0,0,125,79,,,3176,2007,0,0.00,0.00,0.00,0,,0,9,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-29,,13,0,0,13,76,48,,,,,0,0.00,,,0,0.00,0,0,,100.00,13,,9,,0,,0,,0,,0,,0,,
1,Canada,Canada,2020-03-29,,6255,3,61,6258,210511,152595,522,8.34,5539,4015,833,15.35,16.47,0.16,2,0.97,22987,15442,20,90.68,5675,14.93,6005,15.80,59,0.16,4787,12.60,41,0.11,684,1.80,6,0.02,0.05
59,British Columbia,Colombie-Britannique,2020-03-30,,960,0,19,960,34969,39115,469,48.85,6793,7599,76,8.60,18.65,0.37,2,1.98,1493,1783,73,49.17,472,9.17,887,17.23,15,0.29,488,9.48,6,0.12,70,1.35,1,0.02,1.42
48,Alberta,Alberta,2020-03-30,,690,0,8,690,46057,43168,94,13.62,10416,9762,69,11.11,15.60,0.18,6,1.16,1960,2145,21,85.22,588,13.30,634,14.34,8,0.18,389,8.80,7,0.16,56,1.26,1,0.02,0.47
47,Saskatchewan,Saskatchewan,2020-03-30,,175,0,2,175,9372,8170,14,8.00,7951,6931,41,30.60,14.85,0.17,2,1.14,550,838,10,90.86,159,13.49,169,14.34,2,0.17,109,9.25,2,0.17,16,1.32,0,0.02,0.85
46,Manitoba,Manitoba,2020-03-30,,83,13,1,96,8326,7119,2,2.08,6037,5161,24,33.33,6.96,0.07,0,1.04,450,209,1,96.88,93,6.74,89,6.45,1,0.07,76,5.51,1,0.07,11,0.79,0,0.01,0.07
35,Ontario,Ontario,2020-03-30,,1706,0,33,1706,54112,0,431,25.26,3673,,351,25.90,11.58,0.22,14,1.93,2110,0,423,72.80,1242,8.43,1561,10.59,32,0.22,1203,8.16,27,0.18,172,1.17,4,0.03,2.87
24,Quebec,Québec,2020-03-30,,3430,0,25,3430,59715,53744,29,0.85,6964,6268,590,20.77,40.00,0.29,3,0.73,7511,5964,0,98.43,3376,39.37,3391,39.55,25,0.29,2802,32.68,21,0.24,400,4.67,3,0.03,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-30,,148,0,1,148,2332,3333,7,4.73,4467,6384,13,9.63,28.35,0.19,1,0.68,225,233,3,94.59,140,26.81,147,28.16,1,0.19,124,23.75,1,0.19,18,3.39,0,0.03,0.57
13,New Brunswick,Nouveau-Brunswick,2020-03-30,,68,0,0,68,3267,3219,2,2.94,4181,4119,2,3.03,8.70,0.00,0,0.00,420,289,0,97.06,66,8.45,62,7.93,0,0.00,51,6.53,0,0.00,7,0.93,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-03-30,,127,0,0,127,5492,4938,10,7.87,5608,5042,5,4.10,12.97,0.00,0,0.00,508,534,6,92.13,117,11.95,124,12.66,0,0.00,86,8.78,0,0.00,12,1.25,0,0.00,0.61
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-30,,18,0,0,18,477,458,1,5.56,2988,2869,7,63.64,11.28,0.00,0,0.00,0,0,0,94.44,17,10.65,17,10.65,0,0.00,15,9.40,0,0.00,2,1.34,0,0.00,0.00
60,Yukon,Yukon,2020-03-30,,5,0,0,5,688,541,,,16361,12865,1,25.00,11.89,0.00,0,0.00,10,39,,100.00,5,11.89,5,11.89,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-30,,1,0,0,1,740,769,,,16386,17028,0,0.00,2.21,0.00,0,0.00,0,72,,100.00,1,2.21,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-30,,0,0,0,0,158,96,,,4015,2439,0,0.00,0.00,0.00,0,,33,17,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-30,,13,0,0,13,76,48,9,69.23,,,0,0.00,,,0,0.00,0,0,9,30.77,4,,9,,0,,0,,0,,0,,0,,
1,Canada,Canada,2020-03-30,,7424,13,89,7437,225781,164718,1068,14.36,5941,4334,1179,18.84,19.57,0.23,28,1.20,15270,12123,546,84.44,6280,16.52,7096,18.67,84,0.22,5346,14.07,65,0.17,764,2.01,9,0.02,1.44
59,British Columbia,Colombie-Britannique,2020-03-31,,970,0,19,970,36024,40710,507,52.27,6998,7908,10,1.04,18.84,0.37,0,1.96,1055,1595,38,45.77,444,8.63,867,16.84,12,0.23,353,6.86,6,0.12,50,0.98,1,0.02,0.74
48,Alberta,Alberta,2020-03-31,,754,0,9,754,48692,45097,120,15.92,11012,10199,64,9.28,17.05,0.20,1,1.19,2635,1929,26,82.89,625,14.13,680,15.38,9,0.20,396,8.96,7,0.16,57,1.28,1,0.02,0.59
47,Saskatchewan,Saskatchewan,2020-03-31,,184,0,2,184,9372,8735,21,11.41,7951,7411,9,5.14,15.61,0.17,0,1.09,0,565,7,87.50,161,13.66,177,15.02,2,0.17,112,9.50,2,0.17,16,1.36,0,0.02,0.59
46,Manitoba,Manitoba,2020-03-31,,91,12,1,103,8629,8326,4,3.88,6256,6037,7,7.29,7.47,0.07,0,0.97,303,1207,2,95.15,98,7.11,96,6.96,1,0.07,82,5.95,1,0.07,12,0.85,0,0.01,0.15
35,Ontario,Ontario,2020-03-31,,1966,0,33,1966,55909,0,534,27.16,3795,,260,15.24,13.34,0.22,0,1.68,1797,0,103,71.16,1399,9.50,1789,12.14,32,0.22,1378,9.35,25,0.17,197,1.34,4,0.02,0.70
24,Quebec,Québec,2020-03-31,,4162,0,31,4162,67540,61057,29,0.70,7877,7121,732,21.34,48.54,0.36,6,0.74,7825,7313,0,98.56,4102,47.84,4112,47.96,31,0.36,3149,36.72,27,0.31,450,5.25,4,0.04,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-31,,152,0,1,152,2500,3622,7,4.61,4788,6937,4,2.70,29.11,0.19,0,0.66,168,289,0,94.74,144,27.58,151,28.92,1,0.19,117,22.41,1,0.19,17,3.20,0,0.03,0.00
13,New Brunswick,Nouveau-Brunswick,2020-03-31,,70,0,0,70,3630,3514,9,12.86,4645,4497,2,2.94,8.96,0.00,0,0.00,363,295,7,87.14,61,7.81,63,8.06,0,0.00,52,6.65,0,0.00,7,0.95,0,0.00,0.90
12,Nova Scotia,Nouvelle-Écosse,2020-03-31,,147,0,0,147,6614,5261,10,6.80,6753,5372,20,15.75,15.01,0.00,0,0.00,1122,323,0,93.20,137,13.99,142,14.50,0,0.00,96,9.80,0,0.00,14,1.40,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-31,,21,0,0,21,551,513,1,4.76,3452,3214,3,16.67,13.16,0.00,0,0.00,74,55,0,95.24,20,12.53,20,12.53,0,0.00,18,11.28,0,0.00,3,1.61,0,0.00,0.00
60,Yukon,Yukon,2020-03-31,,5,0,0,5,702,541,,,16694,12865,0,0.00,11.89,0.00,0,0.00,14,0,,100.00,5,11.89,5,11.89,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-31,,1,0,0,1,808,798,,,17892,17670,0,0.00,2.21,0.00,0,0.00,68,29,,100.00,1,2.21,1,2.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
62,Nunavut,Nunavut,2020-03-31,,0,0,0,0,167,96,,,4244,2439,0,0.00,0.00,0.00,0,,9,0,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-03-31,,13,0,0,13,76,48,12,92.31,,,0,0.00,,,0,0.00,0,0,3,7.69,1,,5,,0,,0,,0,,0,,0,,
1,Canada,Canada,2020-03-31,,8536,12,96,8548,241214,178318,1254,14.67,6347,4692,1111,14.94,22.49,0.25,7,1.12,15433,13600,186,84.21,7198,18.94,8108,21.33,88,0.23,5756,15.15,69,0.18,822,2.16,10,0.03,0.49
59,British Columbia,Colombie-Britannique,2020-04-01,,1066,0,25,1066,36364,41710,606,56.85,7064,8103,96,9.90,20.71,0.49,6,2.35,340,1000,99,40.81,435,8.45,880,17.09,18,0.35,407,7.91,11,0.21,58,1.13,2,0.03,1.92
48,Alberta,Alberta,2020-04-01,,754,0,9,754,53141,47646,142,18.83,12018,10775,0,0.00,17.05,0.20,0,1.19,4449,2549,22,79.97,603,13.64,657,14.86,9,0.20,335,7.58,7,0.16,48,1.08,1,0.02,0.50
47,Saskatchewan,Saskatchewan,2020-04-01,,193,0,3,193,10202,9210,30,15.54,8655,7814,9,4.89,16.37,0.25,1,1.55,830,475,9,82.90,160,13.57,185,15.70,3,0.25,107,9.08,3,0.25,15,1.30,0,0.04,0.76
46,Manitoba,Manitoba,2020-04-01,,109,18,1,127,9811,8704,4,3.15,7113,6311,24,23.30,9.21,0.07,0,0.79,1182,378,0,96.06,122,8.85,112,8.12,1,0.07,92,6.67,1,0.07,13,0.95,0,0.01,0.00
35,Ontario,Ontario,2020-04-01,,2392,0,37,2392,61009,0,689,28.80,4141,,426,21.67,16.23,0.25,4,1.55,5100,0,155,69.65,1666,11.31,2203,14.95,36,0.24,1704,11.57,24,0.16,243,1.65,3,0.02,1.05
24,Quebec,Québec,2020-04-01,,4611,0,33,4611,69711,69119,29,0.63,8130,8061,449,10.79,53.78,0.38,2,0.72,2171,8062,0,98.66,4549,53.05,4537,52.91,32,0.37,3272,38.16,27,0.31,467,5.45,4,0.04,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-01,,175,0,1,175,2762,3812,10,5.71,5290,7301,23,15.13,33.52,0.19,0,0.57,262,190,3,93.71,164,31.41,172,32.94,1,0.19,108,20.69,1,0.19,15,2.96,0,0.03,0.57
13,New Brunswick,Nouveau-Brunswick,2020-04-01,,81,0,0,81,4121,3968,14,17.28,5273,5078,11,15.71,10.37,0.00,0,0.00,491,454,5,82.72,67,8.57,73,9.34,0,0.00,55,7.04,0,0.00,8,1.01,0,0.00,0.64
12,Nova Scotia,Nouvelle-Écosse,2020-04-01,,173,0,0,173,7405,6023,11,6.36,7561,6150,26,17.69,17.66,0.00,0,0.00,791,762,1,93.64,162,16.54,166,16.95,0,0.00,105,10.72,0,0.00,15,1.53,0,0.00,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-01,,21,0,0,21,551,513,3,14.29,3452,3214,0,0.00,13.16,0.00,0,0.00,0,0,2,85.71,18,11.28,20,12.53,0,0.00,16,10.02,0,0.00,2,1.43,0,0.00,1.25
60,Yukon,Yukon,2020-04-01,,5,0,0,5,722,614,3,60.00,17169,14601,0,0.00,11.89,0.00,0,0.00,20,73,3,40.00,2,4.76,5,11.89,0,0.00,2,4.76,0,0.00,0,0.68,0,0.00,7.13
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-01,,2,0,0,2,951,875,,,21058,19375,1,100.00,4.43,0.00,0,0.00,143,77,,100.00,2,4.43,2,4.43,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,2020-04-01,,0,0,0,0,183,97,,,4650,2465,0,0.00,0.00,0.00,0,,16,1,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-04-01,,13,0,0,13,76,48,12,92.31,,,0,0.00,,,0,0.00,0,0,0,7.69,1,,4,,0,,0,,0,,0,,0,,
1,Canada,Canada,2020-04-01,,9595,18,109,9613,256009,192339,1553,16.16,6736,5061,1065,12.46,25.29,0.29,13,1.13,14795,14021,299,82.71,7951,20.92,9016,23.72,100,0.26,6204,16.32,74,0.19,886,2.33,11,0.03,0.79
59,British Columbia,Colombie-Britannique,2020-04-02,,1121,0,31,1121,36966,42799,641,57.18,7181,8314,55,5.16,21.78,0.60,6,2.77,602,1089,35,40.05,449,8.72,850,16.51,23,0.45,396,7.69,17,0.33,57,1.10,2,0.05,0.68
48,Alberta,Alberta,2020-04-02,,968,0,13,968,57096,52417,174,17.98,12912,11854,214,28.38,21.89,0.29,4,1.34,3955,4771,32,80.68,781,17.66,822,18.59,12,0.27,482,10.90,11,0.25,69,1.56,2,0.04,0.72
47,Saskatchewan,Saskatchewan,2020-04-02,,206,0,3,206,11034,9612,36,17.48,9361,8155,13,6.74,17.48,0.25,0,1.46,832,402,6,81.07,167,14.17,186,15.78,3,0.25,111,9.42,3,0.25,16,1.35,0,0.04,0.51
46,Manitoba,Manitoba,2020-04-02,,152,15,1,167,11098,9814,11,6.59,8046,7115,40,31.50,12.11,0.07,0,0.60,1287,1110,7,92.81,155,11.24,150,10.88,1,0.07,131,9.50,1,0.07,19,1.36,0,0.01,0.51
35,Ontario,Ontario,2020-04-02,,2793,0,53,2793,64785,0,831,29.75,4397,,401,16.76,18.96,0.36,16,1.90,3776,0,142,68.35,1909,12.96,2535,17.21,51,0.35,1935,13.13,38,0.26,276,1.88,5,0.04,0.96
24,Quebec,Québec,2020-04-02,,5518,0,36,5518,74542,76378,224,4.06,8693,8908,907,19.67,64.35,0.42,3,0.65,4831,7259,195,95.29,5258,61.32,5397,62.94,35,0.41,3889,45.36,28,0.33,556,6.48,4,0.05,2.27
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-02,,183,0,1,183,2904,4109,10,5.46,5562,7870,8,4.57,35.05,0.19,0,0.55,142,297,0,93.99,172,32.94,180,34.48,1,0.19,101,19.34,1,0.19,14,2.76,0,0.03,0.00
13,New Brunswick,Nouveau-Brunswick,2020-04-02,,91,0,0,91,4625,4415,22,24.18,5918,5650,10,12.35,11.64,0.00,0,0.00,504,447,8,75.82,69,8.83,80,10.24,0,0.00,58,7.42,0,0.00,8,1.06,0,0.00,1.02
12,Nova Scotia,Nouvelle-Écosse,2020-04-02,,193,0,0,193,8059,6898,16,8.29,8229,7043,20,11.56,19.71,0.00,0,0.00,654,875,5,91.71,177,18.07,179,18.28,0,0.00,120,12.25,0,0.00,17,1.75,0,0.00,0.51
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-02,,22,0,0,22,653,587,3,13.64,4091,3677,1,4.76,13.78,0.00,0,0.00,102,74,0,86.36,19,11.90,20,12.53,0,0.00,13,8.14,0,0.00,2,1.16,0,0.00,0.00
60,Yukon,Yukon,2020-04-02,,6,0,0,6,742,640,3,50.00,17645,15219,1,20.00,14.27,0.00,0,0.00,20,26,0,50.00,3,7.13,6,14.27,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-02,,2,0,0,2,969,946,,,21457,20947,0,0.00,4.43,0.00,0,0.00,18,71,,100.00,2,4.43,2,4.43,0,0.00,1,2.21,0,0.00,0,0.32,0,0.00,0.00
62,Nunavut,Nunavut,2020-04-02,,0,0,0,0,193,97,,,4904,2465,0,0.00,0.00,0.00,0,,10,0,,,,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2020-04-02,,13,0,0,13,76,48,12,92.31,,,0,0.00,,,0,0.00,0,0,0,7.69,1,,3,,0,,0,,0,,0,,0,,
1,Canada,Canada,2020-04-02,,11268,15,138,11283,273742,208760,1983,17.58,7203,5493,1670,17.37,29.69,0.36,29,1.22,17733,16421,430,81.20,9162,24.11,10410,27.39,126,0.33,7240,19.05,99,0.26,1034,2.72,14,0.04,1.13
59,British Columbia,Colombie-Britannique,2020-04-03,,1174,0,35,1174,39926,43986,641,54.60,7756,8545,53,4.73,22.81,0.68,4,2.98,2960,1187,0,42.42,498,9.67,903,17.54,26,0.51,449,8.72,21,0.41,64,1.25,3,0.06,0.00
48,Alberta,Alberta,2020-04-03,,1075,0,18,1075,60508,56027,,,13684,12670,107,11.05,24.31,0.41,5,1.67,3412,3610,,98.33,1057,23.90,880,19.90,17,0.38,533,12.05,16,0.36,76,1.72,2,0.05,0.00
47,Saskatchewan,Saskatchewan,2020-04-03,,220,0,3,220,11720,10479,,,9943,8890,14,6.80,18.66,0.25,0,1.36,686,867,,98.64,217,18.41,194,16.46,3,0.25,116,9.84,3,0.25,17,1.41,0,0.04,0.00
46,Manitoba,Manitoba,2020-04-03,,164,18,2,182,11650,11108,,,8447,8054,15,8.98,13.20,0.15,1,1.10,552,1294,,98.90,180,13.05,165,11.96,2,0.15,143,10.37,1,0.07,20,1.48,0,0.01,0.00
35,Ontario,Ontario,2020-04-03,,3255,0,67,3255,67998,0,,,4615,,462,16.54,22.09,0.45,14,2.06,3213,0,,97.94,3188,21.64,2944,19.98,65,0.44,2262,15.35,49,0.33,323,2.19,7,0.05,0.00
24,Quebec,Québec,2020-04-03,,6101,0,61,6101,83570,82742,,,9746,9650,583,10.57,71.15,0.71,25,1.00,9028,6364,,99.00,6040,70.44,5962,69.53,60,0.70,4080,47.58,43,0.50,583,6.80,6,0.07,0.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-03,,183,0,1,183,3136,4241,,,6006,8123,0,0.00,35.05,0.19,0,0.55,232,132,,99.45,182,34.86,179,34.28,1,0.19,81,15.51,1,0.19,12,2.22,0,0.03,0.00
13,New Brunswick,Nouveau-Brunswick,2020-04-03,,95,0,0,95,5036,4872,,,6444,6234,4,4.40,12.16,0.00,0,0.00,411,457,,100.00,95,12.16,84,10.75,0,0.00,50,6.40,0,0.00,7,0.91,0,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2020-04-03,,207,0,0,207,8799,7792,,,8985,7956,14,7.25,21.14,0.00,0,0.00,740,894,,100.00,207,21.14,192,19.60,0,0.00,117,11.95,0,0.00,17,1.71,0,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-03,,22,0,0,22,653,587,,,4091,3677,0,0.00,13.78,0.00,0,0.00,0,0,,100.00,22,13.78,20,12.53,0,0.00,11,6.89,0,0.00,2,0.98,0,0.00,0.00
60,Yukon,Yukon,2020-04-03,,6,0,0,6,753,643,,,17906,15291,0,0.00,14.27,0.00,0,0.00,11,3,,100.00,6,14.27,6,14.27,0,0.00,3,7.13,0,0.00,0,1.02,0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-03,,4,0,0,4,1109,957,,,24557,21191,2,100.00,8.86,0.00,0,0.00,140,11,,100.00,4,8.86,4,8.86,0,0.00,3,6.64,0,0.00,0,0.95,0,0.00,0.00
